party_id,party_short,party_name,issue_id,issue_title,issue_text,position,position_reason,position_score,connection_dimension,connection_dimension_label_refined,connection_relevance,issue_alignment_direction,connection_alignment_score
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,8,Energieintensive Unternehmen,Energieintensive Unternehmen sollen vom Staat einen finanziellen Ausgleich für ihre Stromkosten erhalten.,stimme zu,"CDU und CSU wollen die Rahmenbedingungen am Standort Deutschland verbessern. Dafür werden wir nicht nur die Industrieunternehmen beim Strompreis entlasten, sondern auch Handwerks- und Dienstleistungsunternehmen sowie Haushalte. Kurzum: Wenn wir die Energiepreise für alle in Deutschland durch eine Reduktion der Netzentgelte und der Stromsteuer senken, profitieren alle.",1,economic_security,Economic security,direct,1,1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,8,Energieintensive Unternehmen,Energieintensive Unternehmen sollen vom Staat einen finanziellen Ausgleich für ihre Stromkosten erhalten.,stimme zu,"Unser Anspruch ist es, dass Deutschland ein starker Industriestandort bleibt, um Arbeitsplätze und Wertschöpfung zu sichern. Eine sichere, saubere und bezahlbare Energieversorgung ist ein entscheidender Standortfaktor. Durch den Ausbau der Erneuerbaren werden die Strompreise sinken. Bis es so weit ist, setzen wir uns für eine Strompreiskompensation für energieintensive Unternehmen ein, die im globalen Wettbewerb sind.",1,economic_security,Economic security,direct,1,1
4,FDP,Freie Demokratische Partei,8,Energieintensive Unternehmen,Energieintensive Unternehmen sollen vom Staat einen finanziellen Ausgleich für ihre Stromkosten erhalten.,stimme nicht zu,Wir Freie Demokraten wollen die Stromsteuer in einem ersten Schritt auf das EU-Mindestmaß absenken und werden uns auf europäischer Ebene für ihre Abschaffung einsetzen. Anders als bei einem Industriestrompreis gibt es dabei keine Wettbewerbsverzerrung zwischen Mittelstand und Industrie. Zudem wollen wir die Netzentgelte als großen Treiber der Stromkosten umfassend reformieren. Denn die hohen Energiekosten in Deutschland stellen einen großen Wettbewerbsnachteil für den Wirtschaftsstandort dar.,-1,economic_security,Economic security,direct,1,-1
5,AfD,Alternative für Deutschland,8,Energieintensive Unternehmen,Energieintensive Unternehmen sollen vom Staat einen finanziellen Ausgleich für ihre Stromkosten erhalten.,stimme nicht zu,Wir wollen unseren zukünftigen Energiemix ideologiefrei und technologieoffen gestalten und uns dafür günstige Energiequellen erschließen. Das schließt die Wiederinbetriebnahme von Atomkraftwerken und günstiges Pipeline-Gas mit ein. Wir wollen auf diese Weise wieder zu international wettbewerbsfähigen Energie- und Stromkosten gelangen. Zudem werden wir die Energiesteuern stark senken und die CO2-Abgabe komplett abschaffen. Eine Bezuschussung der Stromkosten von Unternehmen erübrigt sich damit.,-1,economic_security,Economic security,direct,1,-1
6,Die Linke,Die Linke,8,Energieintensive Unternehmen,Energieintensive Unternehmen sollen vom Staat einen finanziellen Ausgleich für ihre Stromkosten erhalten.,stimme zu,"Wir fordern, dass energieintensive Industrie im Umbau u.a. mit einem günstigen Strompreis unterstützt wird. Das wollen wir aus dem Klima- und Transformationsfonds finanzieren, mit dem wir den klimagerechten Umbau der Wirtschaft fördern wollen.",1,economic_security,Economic security,direct,1,1
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,8,Energieintensive Unternehmen,Energieintensive Unternehmen sollen vom Staat einen finanziellen Ausgleich für ihre Stromkosten erhalten.,stimme nicht zu,Wir wollen mit vernünftiger Energiepolitik die Strompreise für Verbraucher und Industrie senken. Eine pauschale Dauersubvention von energieintensiven Unternehmen auf Kosten der Steuerzahler lehnen wir ab.,-1,economic_security,Economic security,direct,1,-1
1,SPD,Sozialdemokratische Partei Deutschlands,9,Rente nach 40 Beitragsjahren,Alle Beschäftigten sollen bereits nach 40 Beitragsjahren ohne Abschläge in Rente gehen können.,stimme nicht zu,"Die SPD hat dafür gesorgt, dass alle Menschen nach 45 Beitragsjahren zwei Jahre früher abschlagsfrei in Rente gehen können. Wir verteidigen dieses Recht gegen die Bestrebungen von Union und FDP, es abzuschaffen. Unser Schwerpunkt liegt darauf, auch künftig das Rentenniveau bei mindestens 48 % zu stabilisieren.",-1,economic_security,Economic security,direct,1,-1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,9,Rente nach 40 Beitragsjahren,Alle Beschäftigten sollen bereits nach 40 Beitragsjahren ohne Abschläge in Rente gehen können.,stimme nicht zu,Wir stehen für Verlässlichkeit beim Renteneintrittsalter. An der bestehenden gesetzlichen Regelung zum Renteneintrittsalter halten wir fest. Die Regelung für besonders langjährige Versicherte mit 45 Versicherungsjahren behalten wir mit Blick auf die Planungssicherheit für Unternehmen und rentennahe Jahrgänge bei. Eine Absenkung der Beitragsjahre würde zu stark steigenden Rentenbeiträgen führen und ist im Hinblick auf den Arbeitskräftemangel nicht zu vertreten.,-1,economic_security,Economic security,direct,1,-1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,9,Rente nach 40 Beitragsjahren,Alle Beschäftigten sollen bereits nach 40 Beitragsjahren ohne Abschläge in Rente gehen können.,stimme nicht zu,"Wir wollen grundsätzlich an den bisherigen Regeln zum Renteneintritt festhalten. Wer darüber hinaus noch arbeiten möchte und noch arbeiten kann, der oder dem erleichtern wir dies. Gleichzeitig unterstützen wir diejenigen, die schon vor dem Rentenalter ihre Belastungsgrenze erreicht haben.",-1,economic_security,Economic security,direct,1,-1
4,FDP,Freie Demokratische Partei,9,Rente nach 40 Beitragsjahren,Alle Beschäftigten sollen bereits nach 40 Beitragsjahren ohne Abschläge in Rente gehen können.,stimme nicht zu,"Wir Freie Demokraten stehen für einen wirklich flexiblen Renteneintritt. Die Menschen sollen nach schwedischem Vorbild künftig selbst entscheiden, wann der Ruhestand beginnt, sofern dann keine Sozialleistungen beantragt werden müssen. Je später jemand in Rente geht, desto höher die Rente - wer früher geht, bekommt eine niedrigere Rente. Teilrenten sind unkompliziert möglich.",-1,economic_security,Economic security,direct,1,-1
5,AfD,Alternative für Deutschland,9,Rente nach 40 Beitragsjahren,Alle Beschäftigten sollen bereits nach 40 Beitragsjahren ohne Abschläge in Rente gehen können.,stimme nicht zu,"Die Rente ist eine Versicherungsleistung. Ihre Höhe hängt von der Höhe der Einzahlungen ab. Eine Ausnahme gibt es nur in Form des Grundrentenaufschlags für langjährig Versicherte mit sehr niedriger Rente. Die AfD möchte im Grundsatz jedem Beschäftigtem die Entscheidung über den Renteneintritt selbst überlassen. Bei einem Renteneintritt vor dem Rentenregelalter bedeutet dies Abschläge, bei einem längerem Arbeitsleben Aufschläge. Das heißt aber auch, dass wer kürzer arbeitet, weniger Rente erhält",-1,economic_security,Economic security,direct,1,-1
6,Die Linke,Die Linke,9,Rente nach 40 Beitragsjahren,Alle Beschäftigten sollen bereits nach 40 Beitragsjahren ohne Abschläge in Rente gehen können.,stimme zu,"Die Rente erst ab 67 bedeutet Rentenkürzungen für alle. Das gilt besonders für Berufe, in denen Beschäftigte nicht so lange durchhalten können, wie auf dem Bau oder in der Pflege. Die Linke will die Regelaltersgrenze auf 65 Jahre senken und das Rentenniveau wieder auf 53 Prozent anheben. Wer 40 Jahre lang gearbeitet und Beiträge gezahlt hat, soll ab 60 ohne Abschläge und Kürzungen in Rente gehen können. ",1,economic_security,Economic security,direct,1,1
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,9,Rente nach 40 Beitragsjahren,Alle Beschäftigten sollen bereits nach 40 Beitragsjahren ohne Abschläge in Rente gehen können.,stimme zu,"Dies würdigt die Lebensleistung der Arbeitnehmer. Es erkennt langjährige Arbeit und auch, dass mehr als 40 Arbeitsjahre in belastenden Berufen oft nicht leistbar sind.",1,economic_security,Economic security,direct,1,1
1,SPD,Sozialdemokratische Partei Deutschlands,10,Grundgesetz,Im einleitenden Satz des Grundgesetzes soll weiterhin die Formulierung „Verantwortung vor Gott“ stehen.,stimme zu,"Diese Formulierung spiegelt die historischen Wurzeln des Grundgesetzes (GG) in Deutschland wider und betont die ethischen Grundlagen unserer Gesellschaft. Sie ergänzt Artikel 1, der die Unantastbarkeit der Menschenwürde betont, indem sie eine Verpflichtung zur Achtung dieser Würde impliziert. Ebendiese Traditionen im GG zu bewahren, stärkt die Einheit und Stabilität unserer pluralistischen Gesellschaft.",1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,10,Grundgesetz,Im einleitenden Satz des Grundgesetzes soll weiterhin die Formulierung „Verantwortung vor Gott“ stehen.,stimme zu,"Bei der Einführung der Präambel haben sich die Mütter und Väter des Grundgesetzes von folgendem Gedanken leiten lassen: Wir nehmen nicht für uns in Anspruch, dass wir die letzte Wahrheit präsentieren, sondern wir sind uns bewusst, dass alles, was wir tun, menschengemacht ist. Und der Mensch kann immer auch fehlbar sein. Das gilt auch heute noch. Als christlich geprägte Parteien wollen wir als CDU und CSU an der Formulierung festhalten.",1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,10,Grundgesetz,Im einleitenden Satz des Grundgesetzes soll weiterhin die Formulierung „Verantwortung vor Gott“ stehen.,neutral,"Der Gottesbezug im Grundgesetz ist seit seiner Formulierung umstritten. Er hat aber kaum Direktionskraft für unsere Rechtslage und ist damit für das Leben der Menschen in Deutschland nahezu unbedeutend. Die religiöse Neutralität des Staates ist an anderer Stelle im Grundgesetz verankert. Daher sehen wir keine dringende Notwendigkeit, den Gottesbezug zu debattieren.",0,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
4,FDP,Freie Demokratische Partei,10,Grundgesetz,Im einleitenden Satz des Grundgesetzes soll weiterhin die Formulierung „Verantwortung vor Gott“ stehen.,neutral,"Die FDP verteidigt die Verfassung. Das Grundgesetz sollte nur geändert werden, wenn damit ein Mehrwert einhergeht. Die Religionsfreiheit schützt schon heute unterschiedliche Bekenntnisse – ebenso wie die Freiheit, nicht religiös zu sein. Das Staatskirchenrecht wollen wir zu einem Religionsverfassungsrecht weiterentwickeln. Den Verfassungsauftrag, die Staatsleistungen abzulösen, wollen wir umsetzen.",0,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
5,AfD,Alternative für Deutschland,10,Grundgesetz,Im einleitenden Satz des Grundgesetzes soll weiterhin die Formulierung „Verantwortung vor Gott“ stehen.,stimme zu,"Es handelt sich bei der Formulierung nicht um einen „einleitenden Satz“, sondern um einen Teil der Präambel, die Teil des gesamten Verfassungswerks ist. Der Gottesbezug war zum Zeitpunkt der Schaffung des GG ein Bezugspunkt für die Geschichte des christlichen Abendlandes, der die Verfassungsgeber sich verpflichtet fühlten im Kontrast zur Barbarei der NS-Diktatur. Diese zeithistorische Rahmenbedingung ist so bedeutungsvoll, dass sie es verdient, dauerhaft dokumentiert zu werden.",1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
6,Die Linke,Die Linke,10,Grundgesetz,Im einleitenden Satz des Grundgesetzes soll weiterhin die Formulierung „Verantwortung vor Gott“ stehen.,stimme nicht zu,Die Linke tritt für die Trennung von Staat und Religion sowie die Gleichbehandlung aller Religionen und Weltanschauungen mit den christlichen Kirchen ein.,-1,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,10,Grundgesetz,Im einleitenden Satz des Grundgesetzes soll weiterhin die Formulierung „Verantwortung vor Gott“ stehen.,neutral,,0,democratic_institutions,Democratic institutions and rule of law,indirect,0,0
1,SPD,Sozialdemokratische Partei Deutschlands,11,Anwerbung von Fachkräften,Deutschland soll weiterhin die Anwerbung von Fachkräften aus dem Ausland fördern.,stimme zu,"Deutschland profitiert seit langem davon, dass wir ein Einwanderungsland sind. Die Bundesagentur für Arbeit hat berechnet, dass wir jedes Jahr eine Nettozuwanderung von 400.000 Arbeitskräften aus dem Ausland brauchen, um dem Fachkräftemangel zu begegnen. Deshalb haben wir das Fachkräfteeinwanderungsgesetz geschaffen, um auch im internationalen Wettstreit um Fachkräfte bestehen zu können. Das ist wichtig für unsere Wirtschaft und unseren Wohlstand. Diesen Weg setzen wir fort.",1,institutional_responsiveness,Institutional responsiveness,indirect,1,1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,11,Anwerbung von Fachkräften,Deutschland soll weiterhin die Anwerbung von Fachkräften aus dem Ausland fördern.,stimme zu,Wir wollen ausländische Fachkräfte gewinnen und für ausländische Fachkräfte ein attraktiver Standort sein. Für schnellere und digitale Prozesse für Erwerbszuwanderer richten wir eine digitale Bundesagentur für Fachkräfteeinwanderung („Work-and-Stay-Agentur“) ein. Fachkräfte erhalten so Service aus einer Hand: von der Anwerbung und Arbeitsplatzvermittlung über die Prüfung der Einreisevoraussetzungen und Visavergabe bis hin zum Aufenthaltstitel.,1,institutional_responsiveness,Institutional responsiveness,indirect,1,1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,11,Anwerbung von Fachkräften,Deutschland soll weiterhin die Anwerbung von Fachkräften aus dem Ausland fördern.,stimme zu,"Der Mangel an Arbeits- und Fachkräften ist eine der größten Herausforderungen für die deutsche Wirtschaft. Neben besserer Ausbildung, Anreizen für längeres Arbeiten und mehr gleichberechtigter Erwerbstätigkeit von Frauen sind wir auch auf die Zuwanderung von ausländischen Fachkräften angewiesen. Wir wollen den Einwanderungsprozess durch eine digitale Einwanderungsagentur modernisieren und beschleunigen. Auch die Anerkennung von ausländischen Berufsabschlüssen werden wir vereinfachen.",1,institutional_responsiveness,Institutional responsiveness,indirect,1,1
4,FDP,Freie Demokratische Partei,11,Anwerbung von Fachkräften,Deutschland soll weiterhin die Anwerbung von Fachkräften aus dem Ausland fördern.,stimme zu,"Deutschland hat einen Arbeitskräftemangel. Daher ist es wichtig, die Qualifizierung zu verbessern und auch die Erwerbstätigkeit von Frauen zu erleichtern. Darüber hinaus brauchen wir Einwanderung in den Arbeitsmarkt. Hochqualifizierten Fachkräften wollen wir diese weiter erleichtern. Zudem wollen wir die Europäische Blue Card für weitere nicht-akademische Fachkräfte öffnen und die unpraktikablen Verdienstuntergrenzen abschaffen. Mit einem One-Stop-Shop bündeln und beschleunigen wir Verfahren.",1,institutional_responsiveness,Institutional responsiveness,indirect,1,1
5,AfD,Alternative für Deutschland,11,Anwerbung von Fachkräften,Deutschland soll weiterhin die Anwerbung von Fachkräften aus dem Ausland fördern.,neutral,"Wir begrüßen die Zuwanderung qualifizierter Fachkräfte, sofern diese zum Erfolg unseres Landes sowie zur Stärkung des Wirtschaftsstandorts Deutschland beitragen können. Das gilt für alle Berufsfelder, in denen bei uns Mangel herrscht., beispielsweise im Handwerk, im Gesundheitswesen, in naturwissenschaftlichen und IT-Berufen. Beenden werden wir dagegen den Irrweg der Vermischung von qualifizierter Zuwanderung und humanitärem Schutz.",0,institutional_responsiveness,Institutional responsiveness,indirect,1,0
6,Die Linke,Die Linke,11,Anwerbung von Fachkräften,Deutschland soll weiterhin die Anwerbung von Fachkräften aus dem Ausland fördern.,neutral,"Wir halten es für problematisch, wenn in anderen Ländern Fachkräfte abgeworben werden, die dort oft fehlen. Für Menschen, die bereits in Deutschland sind, wollen wir aber schnelle und umfassende Arbeitserlaubnisse. Qualifikationen und Abschlüsse auch von Nicht-EU-Bürger*innen müssen schneller anerkannt werden. Gegen den Fachkräftemangel hilft, wen die Betriebe wieder mehr ausbilden – und gute Löhne und Arbeitsbedingungen.",0,institutional_responsiveness,Institutional responsiveness,indirect,1,0
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,11,Anwerbung von Fachkräften,Deutschland soll weiterhin die Anwerbung von Fachkräften aus dem Ausland fördern.,neutral,"Fachkräfte aus dem Ausland anzuwerben, kann sinnvoll sein. Das Problem des Fachkräftemangels mit Fachkräften aus dem Ausland zu lösen, halten wir für falsch. Viele junge Menschen verlassen unsere Schulen ohne Abschluss. Die hausgemachten Probleme des Fachkräftemangels müssen angegangen werden, indem unser Bildungssystem so reformiert wird, dass möglichst alle jungen Menschen die Schule mit einem Abschluss verlassen und eine gute Berufsausbildung erhalten – unabhängig vom Einkommen ihrer Eltern.",0,institutional_responsiveness,Institutional responsiveness,indirect,1,0
1,SPD,Sozialdemokratische Partei Deutschlands,12,Nutzung der Kernenergie,Für die Stromerzeugung soll Deutschland wieder Kernenergie nutzen.,stimme nicht zu,"Alle deutschen Atomkraftwerke wurden stillgelegt. Sie werden inzwischen abgebaut. Dieser Prozess ist nicht mehr umkehrbar. Neue Atomkraftwerke wären extrem teuer und passen nicht zu einer Energieversorgung, die auf Erneuerbare setzt. Für den Müll der bisherigen Nutzung der Atomkraft braucht es die sichere Endlagerung der radioaktiven Stoffe. Wir werden das Endlager-Suchverfahren konstruktiv begleiten und beschleunigen, ohne die Sicherheit zu gefährden.",-1,institutional_responsiveness,Institutional responsiveness,indirect,0,0
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,12,Nutzung der Kernenergie,Für die Stromerzeugung soll Deutschland wieder Kernenergie nutzen.,stimme zu,"Mit Blick auf die Klimaziele und die Versorgungssicherheit hat die Kernkraft eine bedeutende Rolle. Dabei setzen wir auf Energiepartnerschaften mit Nachbarländern, die Forschung zu Kernenergie der vierten und fünften Generation, Kleinkernkraft- und Fusionskraftwerke. Gleichzeitig streben wir schnellstmöglich eine fachliche Bestandsaufnahme an, ob angesichts des jeweiligen Rückbaustadiums eine Wiederaufnahme des Betriebs der zuletzt abgeschalteten Kernkraftwerke noch möglich ist.",1,institutional_responsiveness,Institutional responsiveness,indirect,0,0
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,12,Nutzung der Kernenergie,Für die Stromerzeugung soll Deutschland wieder Kernenergie nutzen.,stimme nicht zu,"Eine Rückkehr zur Atomkraft ist weder für das Erreichen der Klimaziele noch für die Versorgungssicherheit notwendig. Neue Atomkraftwerke scheiden wegen der extrem langen Planungs- und Bauzeiten, der hohen Kosten und Risiken und der ungeklärten Entsorgungsfrage von Atommüll als realistische Option für die Energieversorgung aus.",-1,institutional_responsiveness,Institutional responsiveness,indirect,0,0
4,FDP,Freie Demokratische Partei,12,Nutzung der Kernenergie,Für die Stromerzeugung soll Deutschland wieder Kernenergie nutzen.,stimme zu,"Wir setzen uns für eine technologieoffene Energiepolitik ein. Dies umfasst auch die Kernenergie. Die Wiederinbetriebnahme bestehender Kernkraftwerke wollen wir rechtlich ermöglichen und den Betreibern überlassen. Das deutsche Atomrecht wollen wir reformieren. Kernkraftwerke der neuen Generation, z. B. Small Modular Reactors, sollen in Deutschland rechtssicher gebaut werden können. Für die Kernfusion wollen wir einen innovationsfreundlichen Rechtsrahmen außerhalb des Atomrechts.",1,institutional_responsiveness,Institutional responsiveness,indirect,0,0
5,AfD,Alternative für Deutschland,12,Nutzung der Kernenergie,Für die Stromerzeugung soll Deutschland wieder Kernenergie nutzen.,stimme zu,"Kernenergie ist eine günstige, sichere, saubere und bedarfsgerecht steuerbare Energieform mit geringem Flächenbedarf. Kohle- wie auch Kernkraft müssen ausgebaut werden. Dabei sollen bewährte Techniken und neue Entwicklungen berücksichtigt werden. Bestehende Kraftwerke werden schnellstens wieder in Betrieb genommen. Dafür notwendigen Techniken und Voraussetzungen sollen wieder in deutschen Firmen, Behörden, Instituten und Universitäten angesiedelt werden.",1,institutional_responsiveness,Institutional responsiveness,indirect,0,0
6,Die Linke,Die Linke,12,Nutzung der Kernenergie,Für die Stromerzeugung soll Deutschland wieder Kernenergie nutzen.,stimme nicht zu,"Erneuerbare Energien sind mittlerweile viel billiger als Atomkraft. Atomkraft ist eine unbeherrschbare Risikotechnologie, die im Störfall todbringend ist und über Generationen hinweg Mensch und Umwelt massiv gefährdet. Die Endlagerfrage für Atommüll ist bis heute nicht geklärt. Die Linke will eine Energiewende auf der Basis von erneuerbaren Energien ohne Atomkraft.",-1,institutional_responsiveness,Institutional responsiveness,indirect,0,0
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,12,Nutzung der Kernenergie,Für die Stromerzeugung soll Deutschland wieder Kernenergie nutzen.,stimme nicht zu,"Die abgeschalteten Kraftwerke können nicht wieder aktiviert werden. Der Aufwand wäre zu groß, zu teuer und das notwendige Personal fehlt. Der Neubau von Atommeilern ist ebenfalls teuer, wirtschaftlich nicht rentabel und dauert viele Jahre. Zudem ist das Problem der Lagerung des Atommülls nach wie vor nicht gelöst. Eine Rückkehr zur Atomkraft ist daher nicht möglich und auch nicht sinnvoll. Die Forschung und Entwicklung von neuer Kernkraft-Technologie sollte hingegen gefördert werden.",-1,institutional_responsiveness,Institutional responsiveness,indirect,0,0
1,SPD,Sozialdemokratische Partei Deutschlands,13,Anhebung des Spitzensteuersatzes,Bei der Besteuerung von Einkommen soll der Spitzensteuersatz angehoben werden.,stimme zu,"Wir wollen die große Mehrheit der Einkommensteuerpflichtigen entlasten (95 %). Das bedeutet mehr Netto vom Brutto. Gerade mittlere Einkommen werden durch den Steuertarif relativ stark in Anspruch genommen. Der Spitzensteuersatz greift aktuell zu früh und soll daher künftig erst bei höheren Einkommen einsetzen. Gleichzeitig soll der Spitzensteuersatz moderat steigen, um Spitzeneinkommen an der Finanzierung der Entlastung für die große Mehrheit gerecht zu beteiligen.",1,economic_security,Economic security,direct,1,1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,13,Anhebung des Spitzensteuersatzes,Bei der Besteuerung von Einkommen soll der Spitzensteuersatz angehoben werden.,stimme nicht zu,"Bürger und Unternehmen zahlen in Deutschland zu hohe Steuern. Daher ist jetzt keine Zeit für Steuererhöhungen, sondern für Steuersenkungen. Denn Leistung muss sich wieder lohnen. Daher werden wir die Einkommensteuer reduzieren. Dazu flachen wir den Einkommensteuertarif schrittweise spürbar ab und erhöhen den Grundfreibetrag. Das kommt allen kleinen und mittleren Einkommen zugute. Zudem erhöhen wir die Einkommensgrenze für den Spitzensteuersatz deutlich.",-1,economic_security,Economic security,direct,1,-1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,13,Anhebung des Spitzensteuersatzes,Bei der Besteuerung von Einkommen soll der Spitzensteuersatz angehoben werden.,stimme zu,"Wir wollen das Steuersystem gerechter gestalten. Bei einer Reform der Einkommensteuer sollten kleine und mittlere Einkommen bis weit in die obere Mittelschicht entlastet werden. Um dies zu finanzieren und damit die Reform für den Staatshaushalt tragbar ist, müssten Spitzen- und Reichensteuersatz entsprechend angehoben werden. Weitere Tarifstufen zwischen Spitzen- und Reichensteuersatz sind denkbar.",1,economic_security,Economic security,direct,1,1
4,FDP,Freie Demokratische Partei,13,Anhebung des Spitzensteuersatzes,Bei der Besteuerung von Einkommen soll der Spitzensteuersatz angehoben werden.,stimme nicht zu,"Der Spitzensteuersatz darf künftig nur noch von Menschen gezahlt werden, die auch wirklich spitzenmäßig verdienen und nicht schon von der Mitte der Gesellschaft. Konkret fordern wir, dass sich der Spitzensteuersatz künftig an der aktuellen Beitragsbemessungsgrenze der Rentenversicherung orientiert. Damit greift der Spitzensteuersatz nicht mehr schon ab einem Jahreseinkommen von gut 68.000 Euro, sondern erst ab 96.600 Euro.",-1,economic_security,Economic security,direct,1,-1
5,AfD,Alternative für Deutschland,13,Anhebung des Spitzensteuersatzes,Bei der Besteuerung von Einkommen soll der Spitzensteuersatz angehoben werden.,stimme nicht zu,"Wir setzen auf das Prinzip „Mehr Netto vom Brutto“ für alle Steuerzahler und werden deshalb die Einkommensteuer durchgehend senken: Der einkommensteuerliche Grundfreibetrag wird auf 15.000 Euro erhöht. Daraus ergibt sich eine korrespondierende Verschiebung von weiteren Tarifeckwerten bis hin zum Spitzensteuersatz. Die Finanzierung erfolgt durch massive Reduzierung von Ausgaben, insbesondere durch den Verzicht auf ideologiebasierte Projekte.",-1,economic_security,Economic security,direct,1,-1
6,Die Linke,Die Linke,13,Anhebung des Spitzensteuersatzes,Bei der Besteuerung von Einkommen soll der Spitzensteuersatz angehoben werden.,stimme zu,"Der Spitzensteuersatz in Deutschland ist im europäischen Vergleich sehr niedrig. Über Jahrzehnte ist die Steuerbelastung für hohe Einkommen abgesenkt worden. Wir wollen den Spitzensteuersatz und den Reichensteuersatz erhöhen. Den Steuerfreibetrag wollen wir auf 16.800 Euro erhöhen. So zahlen alle, die weniger als 7.000 Euro brutto im Monat verdienen, weniger Steuern.",1,economic_security,Economic security,direct,1,1
26,BSW,Bündnis Sahra Wagenknecht – Vernunft und Gerechtigkeit,13,Anhebung des Spitzensteuersatzes,Bei der Besteuerung von Einkommen soll der Spitzensteuersatz angehoben werden.,stimme zu,"Die verfehlte Steuerpolitik der vergangenen Bundesregierungen hat dazu geführt, dass immer mehr Bürger den Spitzensteuersatz zahlen müssen, obwohl sie eigentlich der Mittelschicht angehören. Das BSW akzeptiert diese Ungerechtigkeit nicht. Wir passen den Einkommensteuertarif so an, dass Menschen mit einem Einkommen unter 7500 Euro brutto pro Monat steuerlich entlastet und die Steuern auf sehr hohe Einkommen erhöht werden.",1,economic_security,Economic security,direct,1,1
1,SPD,Sozialdemokratische Partei Deutschlands,14,Kompetenzen in der Schulpolitik,Der Bund soll mehr Kompetenzen in der Schulpolitik erhalten.,stimme zu,"Wir brauchen einen echten Bildungsaufbruch, um den Herausforderungen beim Ausgleich von Bildungsnachteilen gerecht zu werden. Damit dieser Aufbruch gelingt, müssen sich alle staatlichen Ebenen ihrer Verantwortung bewusst sein und den Weg fortsetzen, in enger Abstimmung gemeinsame Impulse für ein besseres Bildungssystem und mehr Bildungsgerechtigkeit zu setzen – auch mit einer gemeinsamen finanziellen Kraftanstrengung. Das Startchancenprogramm für Schulen ist hierbei ein wesentlicher Meilenstein.",1,institutional_responsiveness,Institutional responsiveness,direct,1,1
2,CDU / CSU,Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.,14,Kompetenzen in der Schulpolitik,Der Bund soll mehr Kompetenzen in der Schulpolitik erhalten.,stimme nicht zu,CDU und CSU stehen zum föderalen Bildungswesen und dem Wettbewerb um die besten Bildungskonzepte. Gleichwohl darf der Wohnort nicht über die Qualität der Bildung entscheiden. Daher setzen wir auf aussagekräftige und verbindliche Vergleichsarbeiten und Lernstandserhebungen. Außerdem streben wir ein bundesweit qualitativ vergleichbares Abitur auf hohem Niveau an.,-1,institutional_responsiveness,Institutional responsiveness,direct,1,-1
3,GRÜNE,BÜNDNIS 90/DIE GRÜNEN,14,Kompetenzen in der Schulpolitik,Der Bund soll mehr Kompetenzen in der Schulpolitik erhalten.,stimme zu,"Wir brauchen eine engere Kooperation zwischen Bund und Ländern in der Bildungspolitik. Wo verfassungsrechtliche Beschränkungen zuverlässige und notwendige Investitionen in Bildung aktuell verhindern, werden wir mit den Ländern gemeinsame Ziele und tragfähige Lösungen vereinbaren, um die großen Herausforderungen im Bildungssystem erfolgreich gemeinsam zu bewältigen.",1,institutional_responsiveness,Institutional responsiveness,direct,1,1
4,FDP,Freie Demokratische Partei,14,Kompetenzen in der Schulpolitik,Der Bund soll mehr Kompetenzen in der Schulpolitik erhalten.,stimme zu,Wir fordern eine grundlegende Reform des Bildungsföderalismus mit mehr Kompetenzen für den Bund. Wir wollen einheitliche bundesweite Qualitätsstandards für Bildung von Kindern ab der Kita bis zum Schulabschluss schaffen. Durch einheitliche Abschlussprüfungen (wie z. B. ein Deutschland-Abitur) stellen wir die bundesweite Vergleichbarkeit sicher. Die Kultusministerkonferenz wollen wir als Entscheidungsgremium abschaffen und durch einen Bundesbildungsrat ersetzen.,1,institutional_responsiveness,Institutional responsiveness,direct,1,1
